,Company,Product,Total State Complaints
1481,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1482,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1483,Resurgent Capital Services L.P.,Vehicle loan or lease,2
1484,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1485,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1486,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1487,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1488,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1489,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1490,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1491,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1492,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1493,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1494,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1495,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1496,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1497,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1498,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1499,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1500,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1501,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1502,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1503,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1504,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1505,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1506,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1507,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1508,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1509,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1510,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1511,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1512,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1513,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1514,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1515,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1516,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1517,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1518,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1519,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1520,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1521,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1522,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1523,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1524,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1525,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1526,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1527,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1528,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1529,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1530,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1531,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1532,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1533,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1534,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1535,Resurgent Capital Services L.P.,Vehicle loan or lease,0
1536,Resurgent Capital Services L.P.,Mortgage,12
1537,Resurgent Capital Services L.P.,Mortgage,1
1538,Resurgent Capital Services L.P.,Mortgage,12
1539,Resurgent Capital Services L.P.,Mortgage,1
1540,Resurgent Capital Services L.P.,Mortgage,6
1541,Resurgent Capital Services L.P.,Mortgage,7
1542,Resurgent Capital Services L.P.,Mortgage,7
1543,Resurgent Capital Services L.P.,Mortgage,1
1544,Resurgent Capital Services L.P.,Mortgage,5
1545,Resurgent Capital Services L.P.,Mortgage,4
1546,Resurgent Capital Services L.P.,Mortgage,2
1547,Resurgent Capital Services L.P.,Mortgage,30
1548,Resurgent Capital Services L.P.,Mortgage,2
1549,Resurgent Capital Services L.P.,Mortgage,5
1550,Resurgent Capital Services L.P.,Mortgage,1
1551,Resurgent Capital Services L.P.,Mortgage,0
1552,Resurgent Capital Services L.P.,Mortgage,4
1553,Resurgent Capital Services L.P.,Mortgage,0
1554,Resurgent Capital Services L.P.,Mortgage,0
1555,Resurgent Capital Services L.P.,Mortgage,0
1556,Resurgent Capital Services L.P.,Mortgage,10
1557,Resurgent Capital Services L.P.,Mortgage,3
1558,Resurgent Capital Services L.P.,Mortgage,0
1559,Resurgent Capital Services L.P.,Mortgage,10
1560,Resurgent Capital Services L.P.,Mortgage,0
1561,Resurgent Capital Services L.P.,Mortgage,0
1562,Resurgent Capital Services L.P.,Mortgage,1
1563,Resurgent Capital Services L.P.,Mortgage,1
1564,Resurgent Capital Services L.P.,Mortgage,0
1565,Resurgent Capital Services L.P.,Mortgage,3
1566,Resurgent Capital Services L.P.,Mortgage,0
1567,Resurgent Capital Services L.P.,Mortgage,0
1568,Resurgent Capital Services L.P.,Mortgage,0
1569,Resurgent Capital Services L.P.,Mortgage,0
1570,Resurgent Capital Services L.P.,Mortgage,1
1571,Resurgent Capital Services L.P.,Mortgage,0
1572,Resurgent Capital Services L.P.,Mortgage,2
1573,Resurgent Capital Services L.P.,Mortgage,5
1574,Resurgent Capital Services L.P.,Mortgage,2
1575,Resurgent Capital Services L.P.,Mortgage,1
1576,Resurgent Capital Services L.P.,Mortgage,0
1577,Resurgent Capital Services L.P.,Mortgage,2
1578,Resurgent Capital Services L.P.,Mortgage,1
1579,Resurgent Capital Services L.P.,Mortgage,1
1580,Resurgent Capital Services L.P.,Mortgage,0
1581,Resurgent Capital Services L.P.,Mortgage,0
1582,Resurgent Capital Services L.P.,Mortgage,0
1583,Resurgent Capital Services L.P.,Mortgage,0
1584,Resurgent Capital Services L.P.,Mortgage,0
1585,Resurgent Capital Services L.P.,Mortgage,0
1586,Resurgent Capital Services L.P.,Mortgage,0
1587,Resurgent Capital Services L.P.,Mortgage,0
1588,Resurgent Capital Services L.P.,Mortgage,0
1589,Resurgent Capital Services L.P.,Mortgage,0
1590,Resurgent Capital Services L.P.,Mortgage,0
1591,Resurgent Capital Services L.P.,Mortgage,0
1592,Resurgent Capital Services L.P.,Mortgage,0
1593,Resurgent Capital Services L.P.,Mortgage,0
1594,Resurgent Capital Services L.P.,Mortgage,1
1595,Resurgent Capital Services L.P.,Mortgage,0
1596,Resurgent Capital Services L.P.,Mortgage,0
1597,Resurgent Capital Services L.P.,Mortgage,0
1598,Resurgent Capital Services L.P.,Mortgage,0
1599,Resurgent Capital Services L.P.,Mortgage,0
1600,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1601,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1602,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1603,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",2
1604,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",2
1605,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1606,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1607,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1608,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1609,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1610,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1611,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1612,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1613,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1614,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1615,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1616,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1617,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1618,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1619,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1620,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1621,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1622,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1623,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1624,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1625,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1626,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1627,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1628,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1629,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1630,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",1
1631,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1632,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1633,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1634,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1635,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1636,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1637,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1638,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1639,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1640,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1641,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1642,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1643,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1644,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1645,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1646,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1647,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1648,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1649,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1650,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1651,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1652,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1653,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1654,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1655,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1656,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1657,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1658,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1659,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1660,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1661,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1662,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1663,Resurgent Capital Services L.P.,"Payday loan, title loan, or personal loan",0
1664,Resurgent Capital Services L.P.,Bank account or service,2
1665,Resurgent Capital Services L.P.,Bank account or service,0
1666,Resurgent Capital Services L.P.,Bank account or service,0
1667,Resurgent Capital Services L.P.,Bank account or service,4
1668,Resurgent Capital Services L.P.,Bank account or service,0
1669,Resurgent Capital Services L.P.,Bank account or service,0
1670,Resurgent Capital Services L.P.,Bank account or service,0
1671,Resurgent Capital Services L.P.,Bank account or service,1
1672,Resurgent Capital Services L.P.,Bank account or service,0
1673,Resurgent Capital Services L.P.,Bank account or service,1
1674,Resurgent Capital Services L.P.,Bank account or service,0
1675,Resurgent Capital Services L.P.,Bank account or service,0
1676,Resurgent Capital Services L.P.,Bank account or service,0
1677,Resurgent Capital Services L.P.,Bank account or service,0
1678,Resurgent Capital Services L.P.,Bank account or service,0
1679,Resurgent Capital Services L.P.,Bank account or service,0
1680,Resurgent Capital Services L.P.,Bank account or service,0
1681,Resurgent Capital Services L.P.,Bank account or service,0
1682,Resurgent Capital Services L.P.,Bank account or service,0
1683,Resurgent Capital Services L.P.,Bank account or service,0
1684,Resurgent Capital Services L.P.,Bank account or service,0
1685,Resurgent Capital Services L.P.,Bank account or service,0
1686,Resurgent Capital Services L.P.,Bank account or service,0
1687,Resurgent Capital Services L.P.,Bank account or service,3
1688,Resurgent Capital Services L.P.,Bank account or service,0
