,Company,Product,Total Company response to consumer Complaints
497,ALLY FINANCIAL INC.,"Money transfer, virtual currency, or money service",23
498,ALLY FINANCIAL INC.,"Money transfer, virtual currency, or money service",16
499,ALLY FINANCIAL INC.,"Money transfer, virtual currency, or money service",0
500,ALLY FINANCIAL INC.,"Money transfer, virtual currency, or money service",0
501,ALLY FINANCIAL INC.,"Money transfer, virtual currency, or money service",0
502,ALLY FINANCIAL INC.,"Money transfer, virtual currency, or money service",0
503,ALLY FINANCIAL INC.,"Money transfer, virtual currency, or money service",0
504,ALLY FINANCIAL INC.,Student loan,4
505,ALLY FINANCIAL INC.,Student loan,0
506,ALLY FINANCIAL INC.,Student loan,0
507,ALLY FINANCIAL INC.,Student loan,1
508,ALLY FINANCIAL INC.,Student loan,0
509,ALLY FINANCIAL INC.,Student loan,0
510,ALLY FINANCIAL INC.,Student loan,0
511,ALLY FINANCIAL INC.,Student loan,0
512,ALLY FINANCIAL INC.,Student loan,0
513,ALLY FINANCIAL INC.,Vehicle loan or lease,2301
514,ALLY FINANCIAL INC.,Vehicle loan or lease,40
515,ALLY FINANCIAL INC.,Vehicle loan or lease,81
516,ALLY FINANCIAL INC.,Vehicle loan or lease,133
517,ALLY FINANCIAL INC.,Vehicle loan or lease,0
518,ALLY FINANCIAL INC.,Vehicle loan or lease,0
519,ALLY FINANCIAL INC.,Vehicle loan or lease,0
520,ALLY FINANCIAL INC.,Vehicle loan or lease,0
521,ALLY FINANCIAL INC.,Vehicle loan or lease,0
522,ALLY FINANCIAL INC.,Mortgage,240
523,ALLY FINANCIAL INC.,Mortgage,2
524,ALLY FINANCIAL INC.,Mortgage,2
525,ALLY FINANCIAL INC.,Mortgage,1
526,ALLY FINANCIAL INC.,Mortgage,0
527,ALLY FINANCIAL INC.,Mortgage,4
528,ALLY FINANCIAL INC.,Mortgage,0
529,ALLY FINANCIAL INC.,Mortgage,0
530,ALLY FINANCIAL INC.,Mortgage,0
531,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",98
532,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",6
533,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",2
534,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",2
535,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",0
536,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",0
537,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",0
538,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",0
539,ALLY FINANCIAL INC.,"Payday loan, title loan, or personal loan",0
540,ALLY FINANCIAL INC.,Bank account or service,442
541,ALLY FINANCIAL INC.,Bank account or service,0
542,ALLY FINANCIAL INC.,Bank account or service,151
543,ALLY FINANCIAL INC.,Bank account or service,129
544,ALLY FINANCIAL INC.,Bank account or service,0
545,ALLY FINANCIAL INC.,Bank account or service,3
546,ALLY FINANCIAL INC.,Bank account or service,47
547,ALLY FINANCIAL INC.,Bank account or service,5
548,ALLY FINANCIAL INC.,Bank account or service,0
549,ALLY FINANCIAL INC.,Credit card,14
550,ALLY FINANCIAL INC.,Credit card,0
551,ALLY FINANCIAL INC.,Credit card,1
552,ALLY FINANCIAL INC.,Credit card,2
553,ALLY FINANCIAL INC.,Credit card,0
554,ALLY FINANCIAL INC.,Credit card,0
555,ALLY FINANCIAL INC.,Credit card,1
556,ALLY FINANCIAL INC.,Credit card,0
557,ALLY FINANCIAL INC.,Credit card,0
558,ALLY FINANCIAL INC.,Credit reporting,30
559,ALLY FINANCIAL INC.,Credit reporting,0
560,ALLY FINANCIAL INC.,Credit reporting,1
561,ALLY FINANCIAL INC.,Credit reporting,6
562,ALLY FINANCIAL INC.,Credit reporting,0
563,ALLY FINANCIAL INC.,Credit reporting,0
564,ALLY FINANCIAL INC.,Credit reporting,0
565,ALLY FINANCIAL INC.,Credit reporting,0
566,ALLY FINANCIAL INC.,Credit reporting,0
567,ALLY FINANCIAL INC.,Consumer Loan,1749
568,ALLY FINANCIAL INC.,Consumer Loan,0
569,ALLY FINANCIAL INC.,Consumer Loan,169
570,ALLY FINANCIAL INC.,Consumer Loan,144
571,ALLY FINANCIAL INC.,Consumer Loan,0
572,ALLY FINANCIAL INC.,Consumer Loan,17
573,ALLY FINANCIAL INC.,Consumer Loan,11
574,ALLY FINANCIAL INC.,Consumer Loan,4
575,ALLY FINANCIAL INC.,Consumer Loan,0
576,ALLY FINANCIAL INC.,Prepaid card,0
577,ALLY FINANCIAL INC.,Prepaid card,0
578,ALLY FINANCIAL INC.,Prepaid card,0
579,ALLY FINANCIAL INC.,Prepaid card,0
580,ALLY FINANCIAL INC.,Prepaid card,0
581,ALLY FINANCIAL INC.,Prepaid card,0
582,ALLY FINANCIAL INC.,Prepaid card,0
583,ALLY FINANCIAL INC.,Prepaid card,0
584,ALLY FINANCIAL INC.,Prepaid card,0
585,ALLY FINANCIAL INC.,Money transfers,4
586,ALLY FINANCIAL INC.,Money transfers,0
587,ALLY FINANCIAL INC.,Money transfers,1
588,ALLY FINANCIAL INC.,Money transfers,2
589,ALLY FINANCIAL INC.,Money transfers,0
590,ALLY FINANCIAL INC.,Money transfers,0
591,ALLY FINANCIAL INC.,Money transfers,0
592,ALLY FINANCIAL INC.,Money transfers,0
593,ALLY FINANCIAL INC.,Money transfers,0
594,ALLY FINANCIAL INC.,Other financial service,3
595,ALLY FINANCIAL INC.,Other financial service,0
596,ALLY FINANCIAL INC.,Other financial service,0
597,ALLY FINANCIAL INC.,Other financial service,0
598,ALLY FINANCIAL INC.,Other financial service,0
599,ALLY FINANCIAL INC.,Other financial service,0
600,ALLY FINANCIAL INC.,Other financial service,0
601,ALLY FINANCIAL INC.,Other financial service,0
602,ALLY FINANCIAL INC.,Other financial service,0
603,ALLY FINANCIAL INC.,Payday loan,0
604,ALLY FINANCIAL INC.,Payday loan,0
605,ALLY FINANCIAL INC.,Payday loan,0
606,ALLY FINANCIAL INC.,Payday loan,0
607,ALLY FINANCIAL INC.,Payday loan,0
608,ALLY FINANCIAL INC.,Payday loan,0
609,ALLY FINANCIAL INC.,Payday loan,0
610,ALLY FINANCIAL INC.,Payday loan,0
611,ALLY FINANCIAL INC.,Payday loan,0
612,Santander Consumer USA Holdings Inc.,Checking or savings account,24
613,Santander Consumer USA Holdings Inc.,Checking or savings account,0
614,Santander Consumer USA Holdings Inc.,Checking or savings account,1
615,Santander Consumer USA Holdings Inc.,Checking or savings account,0
616,Santander Consumer USA Holdings Inc.,Checking or savings account,0
617,Santander Consumer USA Holdings Inc.,Checking or savings account,0
618,Santander Consumer USA Holdings Inc.,Checking or savings account,0
619,Santander Consumer USA Holdings Inc.,Checking or savings account,0
620,Santander Consumer USA Holdings Inc.,Checking or savings account,0
621,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,62
622,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,0
623,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,0
624,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,0
625,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,0
626,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,0
627,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,0
628,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,0
629,Santander Consumer USA Holdings Inc.,Credit card or prepaid card,0
630,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",2981
631,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",1
632,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",22
633,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",258
634,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
635,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
636,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
637,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
638,Santander Consumer USA Holdings Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
639,Santander Consumer USA Holdings Inc.,Debt collection,1550
640,Santander Consumer USA Holdings Inc.,Debt collection,0
641,Santander Consumer USA Holdings Inc.,Debt collection,14
642,Santander Consumer USA Holdings Inc.,Debt collection,66
643,Santander Consumer USA Holdings Inc.,Debt collection,0
644,Santander Consumer USA Holdings Inc.,Debt collection,4
645,Santander Consumer USA Holdings Inc.,Debt collection,0
646,Santander Consumer USA Holdings Inc.,Debt collection,0
647,Santander Consumer USA Holdings Inc.,Debt collection,0
648,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",9
649,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",0
650,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",0
651,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",0
652,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",0
653,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",0
654,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",0
655,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",0
656,Santander Consumer USA Holdings Inc.,"Money transfer, virtual currency, or money service",0
657,Santander Consumer USA Holdings Inc.,Student loan,0
658,Santander Consumer USA Holdings Inc.,Student loan,0
659,Santander Consumer USA Holdings Inc.,Student loan,0
660,Santander Consumer USA Holdings Inc.,Student loan,0
661,Santander Consumer USA Holdings Inc.,Student loan,0
662,Santander Consumer USA Holdings Inc.,Student loan,0
663,Santander Consumer USA Holdings Inc.,Student loan,0
664,Santander Consumer USA Holdings Inc.,Student loan,0
665,Santander Consumer USA Holdings Inc.,Student loan,0
666,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,3673
667,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,1
668,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,140
669,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,196
670,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,0
671,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,0
672,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,0
673,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,0
674,Santander Consumer USA Holdings Inc.,Vehicle loan or lease,0
675,Santander Consumer USA Holdings Inc.,Mortgage,27
676,Santander Consumer USA Holdings Inc.,Mortgage,0
677,Santander Consumer USA Holdings Inc.,Mortgage,0
678,Santander Consumer USA Holdings Inc.,Mortgage,2
679,Santander Consumer USA Holdings Inc.,Mortgage,0
680,Santander Consumer USA Holdings Inc.,Mortgage,1
681,Santander Consumer USA Holdings Inc.,Mortgage,1
682,Santander Consumer USA Holdings Inc.,Mortgage,0
683,Santander Consumer USA Holdings Inc.,Mortgage,0
684,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",107
685,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",0
686,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",4
687,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",3
688,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",0
689,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",0
690,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",0
691,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",0
692,Santander Consumer USA Holdings Inc.,"Payday loan, title loan, or personal loan",0
693,Santander Consumer USA Holdings Inc.,Bank account or service,53
694,Santander Consumer USA Holdings Inc.,Bank account or service,0
695,Santander Consumer USA Holdings Inc.,Bank account or service,0
696,Santander Consumer USA Holdings Inc.,Bank account or service,0
697,Santander Consumer USA Holdings Inc.,Bank account or service,0
698,Santander Consumer USA Holdings Inc.,Bank account or service,1
699,Santander Consumer USA Holdings Inc.,Bank account or service,0
700,Santander Consumer USA Holdings Inc.,Bank account or service,0
701,Santander Consumer USA Holdings Inc.,Bank account or service,0
702,Santander Consumer USA Holdings Inc.,Credit card,10
703,Santander Consumer USA Holdings Inc.,Credit card,0
704,Santander Consumer USA Holdings Inc.,Credit card,0
705,Santander Consumer USA Holdings Inc.,Credit card,1
706,Santander Consumer USA Holdings Inc.,Credit card,0
707,Santander Consumer USA Holdings Inc.,Credit card,0
708,Santander Consumer USA Holdings Inc.,Credit card,0
709,Santander Consumer USA Holdings Inc.,Credit card,0
710,Santander Consumer USA Holdings Inc.,Credit card,0
711,Santander Consumer USA Holdings Inc.,Credit reporting,36
712,Santander Consumer USA Holdings Inc.,Credit reporting,0
713,Santander Consumer USA Holdings Inc.,Credit reporting,0
714,Santander Consumer USA Holdings Inc.,Credit reporting,0
715,Santander Consumer USA Holdings Inc.,Credit reporting,0
716,Santander Consumer USA Holdings Inc.,Credit reporting,1
717,Santander Consumer USA Holdings Inc.,Credit reporting,0
718,Santander Consumer USA Holdings Inc.,Credit reporting,0
719,Santander Consumer USA Holdings Inc.,Credit reporting,0
720,Santander Consumer USA Holdings Inc.,Consumer Loan,2319
721,Santander Consumer USA Holdings Inc.,Consumer Loan,0
722,Santander Consumer USA Holdings Inc.,Consumer Loan,51
723,Santander Consumer USA Holdings Inc.,Consumer Loan,64
724,Santander Consumer USA Holdings Inc.,Consumer Loan,0
725,Santander Consumer USA Holdings Inc.,Consumer Loan,83
726,Santander Consumer USA Holdings Inc.,Consumer Loan,19
727,Santander Consumer USA Holdings Inc.,Consumer Loan,1
728,Santander Consumer USA Holdings Inc.,Consumer Loan,0
729,Santander Consumer USA Holdings Inc.,Prepaid card,0
730,Santander Consumer USA Holdings Inc.,Prepaid card,0
731,Santander Consumer USA Holdings Inc.,Prepaid card,0
732,Santander Consumer USA Holdings Inc.,Prepaid card,0
733,Santander Consumer USA Holdings Inc.,Prepaid card,0
734,Santander Consumer USA Holdings Inc.,Prepaid card,0
735,Santander Consumer USA Holdings Inc.,Prepaid card,0
736,Santander Consumer USA Holdings Inc.,Prepaid card,0
737,Santander Consumer USA Holdings Inc.,Prepaid card,0
738,Santander Consumer USA Holdings Inc.,Money transfers,1
739,Santander Consumer USA Holdings Inc.,Money transfers,0
740,Santander Consumer USA Holdings Inc.,Money transfers,0
741,Santander Consumer USA Holdings Inc.,Money transfers,0
742,Santander Consumer USA Holdings Inc.,Money transfers,0
743,Santander Consumer USA Holdings Inc.,Money transfers,0
744,Santander Consumer USA Holdings Inc.,Money transfers,0
745,Santander Consumer USA Holdings Inc.,Money transfers,0
746,Santander Consumer USA Holdings Inc.,Money transfers,0
747,Santander Consumer USA Holdings Inc.,Other financial service,0
748,Santander Consumer USA Holdings Inc.,Other financial service,0
749,Santander Consumer USA Holdings Inc.,Other financial service,0
750,Santander Consumer USA Holdings Inc.,Other financial service,0
751,Santander Consumer USA Holdings Inc.,Other financial service,0
752,Santander Consumer USA Holdings Inc.,Other financial service,0
753,Santander Consumer USA Holdings Inc.,Other financial service,0
754,Santander Consumer USA Holdings Inc.,Other financial service,0
755,Santander Consumer USA Holdings Inc.,Other financial service,0
756,Santander Consumer USA Holdings Inc.,Payday loan,1
757,Santander Consumer USA Holdings Inc.,Payday loan,0
758,Santander Consumer USA Holdings Inc.,Payday loan,0
759,Santander Consumer USA Holdings Inc.,Payday loan,0
760,Santander Consumer USA Holdings Inc.,Payday loan,0
761,Santander Consumer USA Holdings Inc.,Payday loan,0
762,Santander Consumer USA Holdings Inc.,Payday loan,0
763,Santander Consumer USA Holdings Inc.,Payday loan,0
764,Santander Consumer USA Holdings Inc.,Payday loan,0
765,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,7
766,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,0
767,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,0
768,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,0
769,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,0
770,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,0
771,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,0
772,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,0
773,"SELECT PORTFOLIO SERVICING, INC.",Checking or savings account,0
774,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,3
775,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,0
776,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,0
777,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,0
778,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,0
779,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,0
780,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,0
781,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,0
782,"SELECT PORTFOLIO SERVICING, INC.",Credit card or prepaid card,0
783,"SELECT PORTFOLIO SERVICING, INC.","Credit reporting, credit repair services, or other personal consumer reports",245
784,"SELECT PORTFOLIO SERVICING, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
785,"SELECT PORTFOLIO SERVICING, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
786,"SELECT PORTFOLIO SERVICING, INC.","Credit reporting, credit repair services, or other personal consumer reports",3
787,"SELECT PORTFOLIO SERVICING, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
788,"SELECT PORTFOLIO SERVICING, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
